date,week,start_time,pair_number,plot,treatment,humidity,cloud_cover,temperature_C,wind_min,wind_max,plant,pollinator,sex_queen_worker,num_total_visits,num_unique_observations,observer,notes,date_entered,keep_remove,original_name_entered,,plant,pollinator
14-Jul-17,week_2,9:35,7,7_9,control,0.508,0.4,21.5,2.2,2.8,helianthella_quinquenervis,bombus_sylvicola,worker,3,2,jab,NA,21-Jul-17,keep,bombus_sylvicola,,,
14-Jul-17,week_2,9:15,8,8_20,control,0.535,0.2,19.9,1.1,1.7,helianthella_quinquenervis,bombus_sylvicola,worker,8,4,rgd,NA,21-Jul-17,keep,bombus_sylvicola,,,
14-Jul-17,week_2,10:45,9,9_15,control,0.508,0.4,21.2,2.3,3.6,potentilla_gracilis,bombus_sylvicola,worker,24,2,rgd,NA,21-Jul-17,keep,bombus_sylvicola,,,
14-Jul-17,week_2,10:45,9,9_15,control,0.508,0.4,21.2,2.3,3.6,helianthella_quinquenervis,bombus_sylvicola,worker,2,1,rgd,NA,21-Jul-17,keep,bombus_sylvicola,,,
14-Jul-17,week_2,11:50,6,6_8,removal,0.458,0.5,24,1,2.5,potentilla_gracilis,bombus_sylvicola,worker,2,1,rgd,NA,21-Jul-17,keep,bombus_sylvicola,,,
10-Jul-17,week_2,8:55,10,10_5,control,0.4,0.02,22.4,1.8,2.8,helianthella_quinquenervis,cartosyrphus_tarda,NA,1,1,jab,NA,19-Jul-17,keep,cartosyrphus_tarda,,,
11-Jul-17,week_2,13:20,5,5_17,removal,0.395,0.5,23.7,0.9,2,pseudocymopterus_montanus,cartosyrphus_tarda,NA,1,1,jab,NA,19-Jul-17,keep,cartosyrphus_tarda,,,
12-Jul-17,week_2,10:20,5,5_14,control,0.682,0.9,19,0.8,1.8,potentilla_gracilis,cartosyrphus_tarda,NA,1,1,jab,NA,20-Jul-17,keep,cartosyrphus_tarda,,,
13-Jul-17,week_2,10:15,10,10_11,removal,0.53,0.4,22.1,1.3,1.8,potentilla_gracilis,cartosyrphus_tarda,NA,1,1,jab,NA,20-Jul-17,keep,cartosyrphus_tarda,,,
14-Jul-17,week_2,9:35,7,7_9,control,0.508,0.4,21.5,2.2,2.8,potentilla_gracilis,cartosyrphus_tarda,NA,1,1,jab,NA,21-Jul-17,keep,cartosyrphus_tarda,,,
14-Jul-17,week_2,10:05,4,4_18,removal,0.52,0.3,21.3,0,1.1,potentilla_gracilis,cartosyrphus_tarda,NA,2,2,jab,NA,21-Jul-17,keep,cartosyrphus_tarda,,,
10-Jul-17,week_2,9:20,3,3_12,control,0.6,0.05,20.5,0.9,1.6,helianthella_quinquenervis,erebia_episodea,NA,1,1,rgd,NA,19-Jul-17,keep,erebia_episodea,,,
11-Jul-17,week_2,14:20,9,9_19,removal,0.369,0.8,24,2.5,4,helianthella_quinquenervis,erebia_episodea,NA,1,1,jab,NA,19-Jul-17,keep,erebia_episodea,,,
10-Jul-17,week_2,14:05,2,2_3,control,0.26,0.6,25.2,6,8.6,helianthella_quinquenervis,grammoptera_subargentata,NA,1,1,rgd,NA,19-Jul-17,keep,grammoptera_subargentata,,,
10-Jul-17,week_2,14:45,5,5_14,control,0.45,0.9,23,1.6,3.3,potentilla_gracilis,grammoptera_subargentata,NA,1,1,rgd,NA,19-Jul-17,keep,grammoptera_subargentata,,,
10-Jul-17,week_2,10:35,1,1_2,removal,0.55,0.07,25.2,0.9,2.5,potentilla_gracilis,grammoptera_subargentata,NA,1,1,rgd,NA,19-Jul-17,keep,grammoptera_subargentata,,,
10-Jul-17,week_2,8:55,10,10_11,removal,0.4,0.02,22.4,1.8,2.8,ligusticum_porteri,grammoptera_subargentata,NA,1,1,rgd,NA,19-Jul-17,keep,grammoptera_subargentata,,,
10-Jul-17,week_2,13:40,10,10_11,removal,0.3,0.5,27.6,2.7,4.8,ligusticum_porteri,grammoptera_subargentata,NA,1,1,rgd,NA,19-Jul-17,keep,grammoptera_subargentata,,,
11-Jul-17,week_2,15:30,1,1_1,control,0.45,0.97,21,5.8,9,potentilla_gracilis,grammoptera_subargentata,NA,1,1,rgd,NA,20-Jul-17,keep,grammoptera_subargentata,,,
11-Jul-17,week_2,14:45,10,10_5,control,0.36,0.7,23,3.5,8,helianthella_quinquenervis,grammoptera_subargentata,NA,1,1,rgd,NA,20-Jul-17,keep,grammoptera_subargentata,,,
12-Jul-17,week_2,13:45,4,4_18,removal,0.502,0.65,21,2.8,4.1,ligusticum_porteri,grammoptera_subargentata,NA,4,4,rgd,NA,20-Jul-17,keep,grammoptera_subargentata,,,
12-Jul-17,week_2,11:10,6,6_8,removal,0.66,1,16,1.3,2,potentilla_gracilis,grammoptera_subargentata,NA,1,1,rgd,NA,20-Jul-17,keep,grammoptera_subargentata,,,
13-Jul-17,week_2,14:20,7,7_6,removal,0.557,0.9,18.7,2.7,4.1,potentilla_gracilis,grammoptera_subargentata,NA,1,1,rgd,NA,20-Jul-17,keep,grammoptera_subargentata,,,
14-Jul-17,week_2,11:30,10,10_11,removal,0.42,0.4,21.2,1.8,3.7,potentilla_gracilis,grammoptera_subargentata,NA,2,2,jab,NA,21-Jul-17,keep,grammoptera_subargentata,,,
10-Jul-17,week_2,10:35,1,1_1,control,0.55,0.07,25.2,0.9,2.5,potentilla_gracilis,halictus_confusus,NA,1,1,jab,NA,19-Jul-17,keep,halictus_confusus,,,
12-Jul-17,week_2,11:30,1,1_1,control,0.68,1,16,0,0,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,11:00,2,2_3,control,0.446,0.45,23.4,1.3,1.6,potentilla_gracilis,halictus_virgatellus,NA,2,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,10:20,5,5_14,control,0.682,0.9,19,0.8,1.8,potentilla_gracilis,halictus_virgatellus,NA,2,2,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,12:10,9,9_15,control,0.6,0.95,19,0,0,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,10:45,1,1_2,removal,0.53,0.45,21.4,2.3,3,potentilla_gracilis,halictus_virgatellus,NA,4,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,10:15,10,10_11,removal,0.53,0.4,22.1,1.3,1.8,potentilla_gracilis,halictus_virgatellus,NA,13,6,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,10:15,10,10_11,removal,0.53,0.4,22.1,1.3,1.8,erigeron_speciosus,halictus_virgatellus,NA,1,1,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,11:00,2,2_4,removal,0.446,0.45,23.4,1.3,1.6,potentilla_gracilis,halictus_virgatellus,NA,12,6,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,8:35,3,3_13,removal,0.79,0.8,14,1.1,2.3,potentilla_gracilis,halictus_virgatellus,NA,3,3,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,9:55,3,3_13,removal,0.592,0.35,19.7,1.9,3,potentilla_gracilis,halictus_virgatellus,NA,2,2,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,13:45,4,4_18,removal,0.502,0.65,21,2.8,4.1,potentilla_gracilis,halictus_virgatellus,NA,2,2,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,12:05,4,4_18,removal,0.495,0.85,22,2.4,3.8,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,10:20,5,5_17,removal,0.682,0.9,19,0.8,1.8,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,11:25,5,5_17,removal,0.49,0.6,24,2.5,3.4,potentilla_gracilis,halictus_virgatellus,NA,3,3,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,11:10,6,6_8,removal,0.66,1,16,1.3,2,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,9:10,7,7_6,removal,0.693,0.2,15.4,0,0,potentilla_gracilis,halictus_virgatellus,NA,2,2,rgd,NA,20-Jul-17,keep,halictus_virgatellus,,,
12-Jul-17,week_2,12:10,9,9_19,removal,0.6,0.95,19,0,0,potentilla_gracilis,halictus_virgatellus,NA,1,1,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,9:35,9,9_19,removal,0.58,0.3,20,2.3,2.8,adenolinum_lewisii,halictus_virgatellus,NA,1,1,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
13-Jul-17,week_2,9:35,9,9_19,removal,0.58,0.3,20,2.3,2.8,potentilla_gracilis,halictus_virgatellus,NA,5,1,jab,NA,20-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:25,2,2_3,control,0.537,0.4,19.7,2.5,3.7,potentilla_gracilis,halictus_virgatellus,NA,7,4,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,11:10,3,3_12,control,0.524,0.4,22.1,1.5,2.6,potentilla_gracilis,halictus_virgatellus,NA,5,2,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:05,4,4_16,control,0.52,0.3,21.3,0,1.1,potentilla_gracilis,halictus_virgatellus,NA,3,1,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,9:35,7,7_9,control,0.508,0.4,21.5,2.2,2.8,potentilla_gracilis,halictus_virgatellus,NA,1,1,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:45,9,9_15,control,0.508,0.4,21.2,2.3,3.6,potentilla_gracilis,halictus_virgatellus,NA,2,1,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,11:30,10,10_11,removal,0.42,0.4,21.2,1.8,3.7,potentilla_gracilis,halictus_virgatellus,NA,2,1,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:25,2,2_4,removal,0.537,0.4,19.7,2.5,3.7,potentilla_gracilis,halictus_virgatellus,NA,12,6,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,11:10,3,3_13,removal,0.524,0.4,22.1,1.5,2.6,potentilla_gracilis,halictus_virgatellus,NA,2,2,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:05,4,4_18,removal,0.52,0.3,21.3,0,1.1,potentilla_gracilis,halictus_virgatellus,NA,4,2,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,8:55,5,5_17,removal,0.601,0.1,19.3,1,1.9,potentilla_gracilis,halictus_virgatellus,NA,2,1,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,11:50,6,6_8,removal,0.458,0.5,24,1,2.5,potentilla_gracilis,halictus_virgatellus,NA,1,1,rgd,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,9:15,8,8_10,removal,0.535,0.2,19.9,1.1,1.7,potentilla_gracilis,halictus_virgatellus,NA,1,1,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
14-Jul-17,week_2,10:45,9,9_19,removal,0.508,0.4,21.2,2.3,3.6,potentilla_gracilis,halictus_virgatellus,NA,5,2,jab,NA,21-Jul-17,keep,halictus_virgatellus,,,
10-Jul-17,week_2,8:55,10,10_11,removal,0.4,0.02,22.4,1.8,2.8,ligusticum_porteri,hippodamia_convergens,NA,1,1,rgd,NA,19-Jul-17,keep,hippodamia_convergens,,,
11-Jul-17,week_2,14:00,6,6_7,control,0.383,0.65,22.9,6,9.1,ligusticum_porteri,hippodamia_convergens,NA,1,1,rgd,NA,20-Jul-17,keep,hippodamia_convergens,,,
12-Jul-17,week_2,13:45,4,4_18,removal,0.502,0.65,21,2.8,4.1,ligusticum_porteri,hippodamia_convergens,NA,1,1,rgd,NA,20-Jul-17,keep,hippodamia_convergens,,,
10-Jul-17,week_2,8:55,10,10_11,removal,0.4,0.02,22.4,1.8,2.8,ligusticum_porteri,hippodamia_notata,NA,1,1,rgd,NA,19-Jul-17,keep,hippodamia_notata,,,
11-Jul-17,week_2,14:00,6,6_7,control,0.383,0.65,22.9,6,9.1,ligusticum_porteri,hippodamia_notata,NA,1,1,rgd,NA,20-Jul-17,keep,hippodamia_notata,,,
10-Jul-17,week_2,13:40,10,10_5,control,0.3,0.5,27.6,2.7,4.8,helianthella_quinquenervis,ichnuemonidae_sp_01,NA ,1,1,jab,NA,19-Jul-17,keep,ichnuemonidae_sp_01,,,
12-Jul-17,week_2,8:35,3,3_12,control,0.79,0.8,14,1.1,2.3,helianthella_quinquenervis,ichnuemonidae_sp_01,NA,1,1,rgd,NA,20-Jul-17,keep,ichnuemonidae_sp_01,,,
12-Jul-17,week_2,10:50,4,4_16,control,0.695,0.9,18.1,1.4,3.1,helianthella_quinquenervis,ichnuemonidae_sp_01,NA,1,1,rgd,NA,20-Jul-17,keep,ichnuemonidae_sp_01,,,
12-Jul-17,week_2,10:20,5,5_14,control,0.682,0.9,19,0.8,1.8,helianthella_quinquenervis,ichnuemonidae_sp_01,NA,1,1,jab,NA,20-Jul-17,keep,ichnuemonidae_sp_01,,,
12-Jul-17,week_2,11:50,8,8_10,removal,0.655,1,17,1.8,2.1,potentilla_gracilis,ichnuemonidae_sp_02,NA,1,1,rgd,completely red;  big,20-Jul-17,keep,ichnuemonidae_sp_02,,,
14-Jul-17,week_2,11:30,10,10_11,removal,0.42,0.4,21.2,1.8,3.7,potentilla_gracilis,ichnuemonidae_sp_02,NA,1,1,jab,NA,21-Jul-17,keep,ichnuemonidae_sp_02,,,
12-Jul-17,week_2,11:10,6,6_7,control,0.66,1,16,1.3,2,helianthella_quinquenervis,ichnuemonidae_sp_03,NA,1,1,jab,all red w/ black wings and long ovipositor; smaller than W2,20-Jul-17,keep,ichnuemonidae_sp_03,,,
13-Jul-17,week_2,11:45,8,8_20,control,0.47,0.8,22,1.3,1.7,helianthella_quinquenervis,ichnuemonidae_sp_03,NA,3,3,rgd,NA,20-Jul-17,keep,ichnuemonidae_sp_03,,,
13-Jul-17,week_2,12:30,8,8_20,control,0.479,0.95,20.7,3.7,5.2,helianthella_quinquenervis,ichnuemonidae_sp_03,NA,3,3,rgd,NA,20-Jul-17,keep,ichnuemonidae_sp_03,,,
14-Jul-17,week_2,11:30,10,10_5,control,0.42,0.4,21.2,1.8,3.7,helianthella_quinquenervis,ichnuemonidae_sp_03,NA,1,1,rgd,NA,21-Jul-17,keep,ichnuemonidae_sp_03,,,
10-Jul-17,week_2,8:35,5,5_14,control,0.611,0.05,17.4,1,1.7,helianthella_quinquenervis,lasioglossum_spp,NA,1,1,rgd,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,10:55,7,7_9,control,0.58,0.07,24.8,2,2.8,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,10:35,1,1_2,removal,0.55,0.07,25.2,0.9,2.5,potentilla_gracilis,lasioglossum_spp,NA,2,2,rgd,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,12:05,4,4_18,removal,0.39,0.3,27.3,2.6,3.1,potentilla_gracilis,lasioglossum_spp,NA,4,4,rgd,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,8:35,5,5_17,removal,0.611,0.05,17.4,1,1.7,pseudocymopterus_montanus,lasioglossum_spp,NA,2,2,jab,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
11-Jul-17,week_2,13:20,5,5_17,removal,0.395,0.5,23.7,0.9,2,potentilla_gracilis,lasioglossum_spp,NA,1,1,jab,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,11:40,9,9_19,removal,0.304,0.2,28.6,1.3,2.5,adenolinum_lewisii,lasioglossum_spp,NA,1,1,jab,NA,19-Jul-17,keep,lasioglossum_inconditum,,,
11-Jul-17,week_2,15:30,1,1_1,control,0.45,0.97,21,5.8,9,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
12-Jul-17,week_2,11:30,1,1_1,control,0.68,1,16,0,0,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,16:10,3,3_12,control,0.335,0.5,26.5,2,4.2,pseudocymopterus_montanus,lasioglossum_spp,NA,2,2,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,16:10,3,3_12,control,0.335,0.5,26.5,2,4.2,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
12-Jul-17,week_2,13:45,4,4_16,control,0.502,0.65,21,2.8,4.1,potentilla_gracilis,lasioglossum_spp,NA,1,1,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
11-Jul-17,week_2,14:00,6,6_7,control,0.383,0.65,22.9,6,9.1,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
12-Jul-17,week_2,9:55,2,2_4,removal,0.54,0.75,20.7,1.5,3,potentilla_gracilis,lasioglossum_spp,NA,4,3,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,16:10,3,3_13,removal,0.335,0.5,26.5,2,4.2,potentilla_gracilis,lasioglossum_spp,NA,1,1,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,16:10,3,3_13,removal,0.335,0.5,26.5,2,4.2,potentilla_gracilis,lasioglossum_spp,NA,1,1,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
11-Jul-17,week_2,13:40,3,3_13,removal,0.326,0.75,22.6,1.3,1.6,potentilla_gracilis,lasioglossum_spp,NA,2,2,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,15:25,4,4_18,removal,0.324,0.9,24.6,2.5,3.7,potentilla_gracilis,lasioglossum_spp,NA,1,1,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,14:45,5,5_17,removal,0.45,0.9,23,1.6,3.3,potentilla_gracilis,lasioglossum_spp,NA,2,2,jab,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
12-Jul-17,week_2,10:20,5,5_17,removal,0.682,0.9,19,0.8,1.8,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,15:50,6,6_8,removal,0.4,0.6,28.5,1.2,1.6,potentilla_gracilis,lasioglossum_spp,NA,1,1,rgd,NA,20-Jul-17,keep,lasioglossum_inconditum,,,
10-Jul-17,week_2,15:05,7,7_6,removal,0.323,1,23.5,0.8,1.2,potentilla_gracilis,lygidae_sp_01,NA,1,1,rgd,NA,19-Jul-17,keep,lygidae_sp_01,,,
13-Jul-17,week_2,10:45,1,1_2,removal,0.53,0.45,21.4,2.3,3,potentilla_gracilis,megachile_relativa,NA,1,1,rgd,NA,20-Jul-17,keep,megachile_relativa,,,
10-Jul-17,week_2,15:50,6,6_8,removal,0.4,0.6,28.5,1.2,1.6,potentilla_gracilis,megachile_relativa,NA,1,1,rgd,NA,20-Jul-17,keep,megachile_relativa,,,
13-Jul-17,week_2,11:00,2,2_3,control,0.446,0.45,23.4,1.3,1.6,potentilla_gracilis,mesembrina_latreillei,NA,1,1,rgd,NA,20-Jul-17,keep,mesembrina_latreillei,,,
10-Jul-17,week_2,11:40,9,9_15,control,0.304,0.2,28.6,1.3,2.5,potentilla_gracilis,metasyrphus_lappoinicus,NA,1,1,rgd,fat_abdo_syrphid,19-Jul-17,keep,metasyrphus_lappoinicus,,,
10-Jul-17,week_2,9:20,3,3_12,control,0.6,0.05,20.5,0.9,1.6,potentilla_gracilis,metasyrphus_lappoinicus_volucris,NA,1,1,rgd,NA,19-Jul-17,keep,metasyrphus_lappoinicus_volucris,,,
10-Jul-17,week_2,8:55,10,10_11,removal,0.4,0.02,22.4,1.8,2.8,ligusticum_porteri,miridae_spp,NA,1,1,rgd,miridae_sp_01,19-Jul-17,keep,miridae_spp,,,
11-Jul-17,week_2,14:00,6,6_7,control,0.383,0.65,22.9,6,9.1,ligusticum_porteri,miridae_spp,NA,1,1,rgd,miridae_sp_01,20-Jul-17,keep,miridae_spp,,,
11-Jul-17,week_2,14:20,9,9_19,removal,0.369,0.8,24,2.5,4,potentilla_gracilis,miridae_spp,NA,1,1,jab,miridae_sp_02,19-Jul-17,keep,miridae_spp,,,
13-Jul-17,week_2,10:15,10,10_5,control,0.53,0.4,22.1,1.3,1.8,potentilla_gracilis,miridae_spp,NA,1,1,rgd,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
10-Jul-17,week_2,16:10,3,3_12,control,0.335,0.5,26.5,2,4.2,helianthella_quinquenervis,miridae_spp,NA,1,1,rgd,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
12-Jul-17,week_2,11:30,1,1_2,removal,0.68,1,16,0,0,pseudocymopterus_montanus,miridae_spp,NA,1,1,jab,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
13-Jul-17,week_2,12:05,4,4_18,removal,0.495,0.85,22,2.4,3.8,potentilla_gracilis,miridae_spp,NA,1,1,rgd,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
12-Jul-17,week_2,10:20,5,5_17,removal,0.682,0.9,19,0.8,1.8,potentilla_gracilis,miridae_spp,NA,1,1,rgd,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
13-Jul-17,week_2,14:20,7,7_6,removal,0.557,0.9,18.7,2.7,4.1,potentilla_gracilis,miridae_spp,NA,1,1,rgd,miridae_sp_02,20-Jul-17,keep,miridae_spp,,,
